"","X","movie_title","content_rating","genre","runtime","tomatometer_status","tomatometer_rating","tomatometer_count","lifetime_gross","year","imdbRating","numVotes","comedy","horror","action","drama","scifi","arthouse","documentary","rotten","fresh","cert_fresh"
"188",188,"Bad Company","PG","Action & Adventure, Drama, Western",93,"Fresh",92,12,30160161,2002,6.3,128,0,0,1,1,0,0,0,0,1,0
"189",189,"The Best of Times","PG-13","Comedy, Drama",104,"Rotten",31,13,7790931,1986,5.3,275,1,0,0,1,0,0,0,1,0,0
"190",190,"Betrayed","R","Action & Adventure, Drama, Mystery & Suspense",127,"Rotten",42,12,25816139,1988,6.1,1211,0,0,1,1,0,0,0,1,0,0
"191",191,"Big Business","PG","Comedy",97,"Rotten",44,18,40150487,1988,5.4,33,1,0,0,0,0,0,0,1,0,0
"192",192,"Black Rain","R","Action & Adventure, Drama, Mystery & Suspense",125,"Rotten",50,22,46212055,1989,6.6,55246,0,0,1,1,0,0,0,1,0,0
"193",193,"Black Widow","R","Drama, Mystery & Suspense",102,"Rotten",50,22,25205460,1987,6.7,2930,0,0,0,1,0,0,0,1,0,0
"194",194,"Blind Date","PG-13","Comedy, Drama",93,"Rotten",21,24,39321715,1987,6,232,1,0,0,1,0,0,0,1,0,0
"195",195,"Blood Feast","NR","Classics, Horror",58,"Rotten",38,13,8708,2018,5,6777,0,1,0,0,0,0,0,1,0,0
"196",196,"Bluebeard","G","Classics, Drama, Horror, Mystery & Suspense",73,"Fresh",100,12,43144,2017,5.9,1949,0,1,0,1,0,0,0,0,1,0
"197",197,"The Border","R","Action & Adventure, Drama, Mystery & Suspense",107,"Fresh",80,10,6118683,1982,4.6,344,0,0,1,1,0,0,0,0,1,0
"198",198,"Born Yesterday","NR","Classics, Comedy, Drama",103,"Fresh",97,34,17952857,1993,7.5,11451,1,0,0,1,0,0,0,0,1,0
"199",199,"The Bounty","PG","Action & Adventure, Drama",132,"Fresh",74,19,8613462,1984,7,27571,0,0,1,1,0,0,0,0,1,0
"200",200,"Brainstorm","PG","Mystery & Suspense, Science Fiction & Fantasy",106,"Rotten",55,20,10219460,1983,6.6,648,0,0,0,0,1,0,0,1,0,0
"201",201,"Brewster's Millions","PG","Comedy",97,"Rotten",35,23,40833132,1985,6.6,50,1,0,0,0,0,0,0,1,0,0
"202",202,"Bug","PG","Classics, Horror, Mystery & Suspense, Science Fiction & Fantasy",100,"Rotten",33,12,7025810,2007,5.2,2473,0,1,0,0,1,0,0,1,0,0
"203",203,"Burglar","R","Comedy, Drama",102,"Rotten",27,11,16337355,1987,5.1,4463,1,0,0,1,0,0,0,1,0,0
"204",204,"Cape Fear","NR","Classics, Drama, Mystery & Suspense",105,"Fresh",100,22,79091969,1991,7.7,29442,0,0,0,1,0,0,0,0,1,0
"205",205,"Carny","R","Drama, Horror",107,"Rotten",50,6,1817720,1980,6.4,2205,0,1,0,1,0,0,0,1,0,0
"206",206,"Casino Royale","G","Action & Adventure, Classics, Comedy",131,"Rotten",25,40,167445960,2006,5,30422,1,0,1,0,0,0,0,1,0,0
"207",207,"Cat People","R","Drama, Horror, Romance",73,"Certified-Fresh",95,56,7000000,1982,7.2,23027,0,1,0,1,0,0,0,0,0,1
"208",208,"Champion","NR","Classics, Drama",99,"Fresh",93,14,175232,2017,7.4,4376,0,0,0,1,0,0,0,0,1,0
"209",209,"The Chase","NR","Classics, Drama",135,"Fresh",89,9,7924955,1994,6.5,2130,0,0,0,1,0,0,0,0,1,0
"210",210,"Checking Out","R","Comedy",95,"Rotten",20,5,30877,1989,4.8,459,1,0,0,0,0,0,0,1,0,0
"211",211,"Children of the Corn","R","Cult Movies, Horror, Mystery & Suspense",93,"Rotten",35,26,14568989,1984,5.6,52747,0,1,0,0,0,0,0,1,0,0
"212",212,"A Christmas Story","PG","Comedy, Drama, Kids & Family",93,"Certified-Fresh",89,57,20605209,1983,7.9,147600,1,0,0,1,0,0,0,0,0,1
"213",213,"College","NR","Classics, Comedy, Romance",65,"Fresh",89,19,4694636,2008,7,4932,1,0,0,0,0,0,0,0,1,0
"214",214,"Colors","R","Action & Adventure, Drama",120,"Fresh",82,34,46616067,1988,6.7,27135,0,0,1,1,0,0,0,0,1,0
"215",215,"Commando","R","Action & Adventure",90,"Fresh",71,34,35100000,1985,6.7,161282,0,0,1,0,0,0,0,0,1,0
"216",216,"Crossroads","R","Drama",98,"Fresh",73,15,37191304,2002,6.7,1467,0,0,0,1,0,0,0,0,1,0
"217",217,"Dangerous Liaisons","R","Drama",120,"Fresh",93,30,34670720,1988,7.6,70503,0,0,0,1,0,0,0,0,1,0
"218",218,"Dead Heat","R","Action & Adventure, Comedy, Horror, Mystery & Suspense",88,"Rotten",11,9,3588626,1988,6,8280,1,1,1,0,0,0,0,1,0,0
"219",219,"Distant Thunder","R","Drama",114,"Rotten",43,7,156188,1988,5.7,754,0,0,0,1,0,0,0,1,0,0
"220",220,"Dolls","R","Horror",77,"Fresh",60,15,4067,2004,6.3,11404,0,1,0,0,0,0,0,0,1,0
"221",221,"How the Grinch Stole Christmas","NR","Animation, Classics, Comedy, Kids & Family, Musical & Performing Arts, Television",NA,"Fresh",100,25,260044825,2000,6.2,244345,1,0,0,0,0,0,0,0,1,0
"222",222,"Dragnet","PG-13","Action & Adventure, Comedy",106,"Rotten",51,35,57387516,1987,6.5,41,1,0,1,0,0,0,0,1,0,0
"223",223,"The Dream Team","PG-13","Comedy",113,"Rotten",57,14,28890240,1989,6.5,15512,1,0,0,0,0,0,0,1,0,0
"224",224,"Dressed to Kill","R","Drama, Horror, Mystery & Suspense",105,"Certified-Fresh",80,50,31899000,1980,6.7,64,0,1,0,1,0,0,0,0,0,1
"225",225,"Dune","PG-13","Science Fiction & Fantasy",137,"Rotten",53,49,30925690,1984,6.3,161928,0,0,0,0,1,0,0,1,0,0
"226",226,"Easy Money","R","Action & Adventure, Comedy",95,"Fresh",60,10,29309766,1983,5.1,16,1,0,1,0,0,0,0,0,1,0
"227",227,"The Elephant Man","PG","Drama",125,"Certified-Fresh",92,53,26010864,1980,8.2,240423,0,0,0,1,0,0,0,0,0,1
"228",228,"Escape from New York","R","Action & Adventure, Science Fiction & Fantasy",100,"Certified-Fresh",86,64,25244626,1981,7.1,142478,0,0,1,0,1,0,0,0,0,1
"229",229,"Eyewitness","R","Horror, Mystery & Suspense",103,"Fresh",75,12,6400000,1981,6.2,281,0,1,0,0,0,0,0,0,1,0
"230",230,"The Fan","R","Drama, Mystery & Suspense",95,"Rotten",38,16,18626419,1996,6.6,673,0,0,0,1,0,0,0,1,0,0
"231",231,"Fandango","PG","Comedy, Drama",91,"Rotten",50,6,91666,1985,6.5,13,1,0,0,1,0,0,0,1,0,0
"232",232,"Fatal Attraction","R","Drama, Mystery & Suspense",119,"Certified-Fresh",76,54,156645693,1987,6.9,86932,0,0,0,1,0,0,0,0,0,1
"233",233,"Father of the Bride","G","Classics, Comedy, Drama",93,"Fresh",90,31,89325780,1991,7.1,11584,1,0,0,1,0,0,0,0,1,0
"234",234,"Fire and Ice","PG","Action & Adventure, Animation, Cult Movies, Science Fiction & Fantasy",81,"Fresh",60,5,760883,1983,6.5,11030,0,0,1,0,1,0,0,0,1,0
"235",235,"Flash Gordon","PG","Action & Adventure, Comedy, Science Fiction & Fantasy",110,"Certified-Fresh",83,48,27107960,1980,7,2447,1,0,1,0,1,0,0,0,0,1
"236",236,"Flashback","R","Comedy",108,"Rotten",43,14,6488114,1990,6.2,5475,1,0,0,0,0,0,0,1,0,0
"237",237,"Flipper","G","Action & Adventure, Classics, Drama, Kids & Family, Television",90,"Rotten",40,5,20080020,1996,6.1,1874,0,0,1,1,0,0,0,1,0,0
"238",238,"The Fly","NR","Classics, Horror, Mystery & Suspense, Science Fiction & Fantasy",94,"Certified-Fresh",95,40,40456565,1986,7.1,23459,0,1,0,0,1,0,0,0,0,1
"239",239,"Footloose","PG","Drama, Musical & Performing Arts, Romance",107,"Rotten",52,42,80035402,1984,6.6,81062,0,0,0,1,0,0,0,1,0,0
"240",240,"The Four Feathers","NR","Action & Adventure, Art House & International, Classics",115,"Fresh",100,9,18306166,2002,4.6,25,0,0,1,0,0,1,0,0,1,0
"241",241,"Frantic","R","Action & Adventure, Drama, Mystery & Suspense",120,"Certified-Fresh",76,42,17637950,1988,6.8,53986,0,0,1,1,0,0,0,0,0,1
"242",242,"Freaky Friday","G","Comedy, Kids & Family, Science Fiction & Fantasy",95,"Fresh",70,23,110230332,2003,6.3,13089,1,0,0,0,1,0,0,0,1,0
"243",243,"Fright Night","R","Horror",106,"Fresh",92,37,24922237,1985,7,70293,0,1,0,0,0,0,0,0,1,0
"244",244,"The Fugitive","NR","Drama",104,"Fresh",86,7,183875760,1993,5.1,19,0,0,0,1,0,0,0,0,1,0
"245",245,"Fun with Dick and Jane","PG","Comedy",95,"Rotten",50,14,110332737,2005,6.4,4540,1,0,0,0,0,0,0,1,0,0
"246",246,"Funny Farm","PG","Comedy",103,"Fresh",65,20,25537221,1988,6.2,23346,1,0,0,0,0,0,0,0,1,0
"247",247,"Gallipoli","PG","Art House & International, Drama",110,"Certified-Fresh",91,45,5732587,1981,7.4,39866,0,0,0,1,0,1,0,0,0,1
"248",248,"The Gambler","R","Classics, Drama",109,"Fresh",78,9,33680992,2014,7.1,5602,0,0,0,1,0,0,0,0,1,0
"249",249,"Gloria","PG","Action & Adventure, Comedy, Drama, Mystery & Suspense",121,"Fresh",93,27,4197729,1999,6.5,36,1,0,1,1,0,0,0,0,1,0
"250",250,"Glory","R","Drama",122,"Certified-Fresh",93,44,26979166,1989,5.7,205,0,0,0,1,0,0,0,0,0,1
"251",251,"Gone in 60 Seconds","PG","Action & Adventure, Cult Movies, Drama, Mystery & Suspense",105,"Rotten",43,14,101648571,2000,6.4,9169,0,0,1,1,0,0,0,1,0,0
"252",252,"Gulliver's Travels","NR","Action & Adventure, Animation, Classics, Comedy, Kids & Family",74,"Fresh",69,13,42779261,2010,6.6,4422,1,0,1,0,0,0,0,0,1,0
"253",253,"Gung Ho","PG-13","Comedy",111,"Rotten",33,21,36611610,1986,6.3,13184,1,0,0,0,0,0,0,1,0,0
"254",254,"The Hand","R","Drama, Horror",104,"Rotten",11,9,2447576,1981,4.9,297,0,1,0,1,0,0,0,1,0,0
"255",255,"The Haunting","G","Classics, Horror",112,"Certified-Fresh",88,41,91411151,1999,7.4,39586,0,1,0,0,0,0,0,0,0,1
"256",256,"Heat","R","Action & Adventure, Drama",102,"Rotten",17,6,67436818,1995,6.1,1826,0,0,1,1,0,0,0,1,0,0
"257",257,"Heaven","PG-13","Documentary, Special Interest",80,"Fresh",67,6,784399,2002,6.7,281,0,0,0,0,0,0,1,0,1,0
"258",258,"The Hills Have Eyes","R","Horror, Mystery & Suspense",83,"Fresh",65,26,41778863,2006,6.3,35340,0,1,0,0,0,0,0,0,1,0
"259",259,"The Hit","R","Action & Adventure, Comedy, Drama, Mystery & Suspense",98,"Fresh",86,14,876775,1985,7,8534,1,0,1,1,0,0,0,0,1,0
"260",260,"Hot Pursuit","PG-13","Comedy",92,"Rotten",0,5,34580201,2015,5.7,3761,1,0,0,0,0,0,0,1,0,0
"261",261,"100 Bloody Acres","NR","Comedy, Horror",91,"Fresh",79,38,6388,2013,6,4295,1,1,0,0,0,0,0,0,1,0
"262",262,"House of Wax","PG","Drama, Horror, Mystery & Suspense",88,"Certified-Fresh",95,42,32064800,2005,7,18381,0,1,0,1,0,0,0,0,0,1
"263",263,"The Hunchback of Notre Dame","PG","Classics, Drama, Horror, Special Interest",93,"Fresh",92,24,100138851,1996,7.8,11473,0,1,0,1,0,0,0,0,1,0
"264",264,"The Hunter","PG","Action & Adventure, Drama, Mystery & Suspense, Television",97,"Rotten",50,12,16274150,1980,6.2,6348,0,0,1,1,0,0,0,1,0,0
"265",265,"I, the Jury","R","Action & Adventure, Drama, Mystery & Suspense",110,"Rotten",40,10,1515578,1982,6.1,438,0,0,1,1,0,0,0,1,0,0
"266",266,"The Importance of Being Earnest","PG","Classics, Comedy",95,"Fresh",88,24,8384929,2002,7.5,5771,1,0,0,0,0,0,0,0,1,0
"267",267,"Impulse","R","Action & Adventure, Drama, Mystery & Suspense",108,"Rotten",25,8,2773433,1984,6,228,0,0,1,1,0,0,0,1,0,0
"268",268,"The Island","R","Drama, Horror, Mystery & Suspense",114,"Rotten",40,5,35818913,2005,5.3,4426,0,1,0,1,0,0,0,1,0,0
"269",269,"The Island of Dr. Moreau","PG","Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy",98,"Rotten",56,25,27663982,1996,5.9,6543,0,1,1,0,1,0,0,1,0,0
"270",270,"It","NR","Classics, Comedy, Drama, Romance",72,"Fresh",87,15,327481748,2017,7.2,3262,1,0,0,1,0,0,0,0,1,0
"271",271,"Jack Frost","G","Animation, Kids & Family, Musical & Performing Arts, Television",NA,"Rotten",57,7,34562556,1998,6.9,4040,0,0,0,0,0,0,0,1,0,0
"272",272,"The Jazz Singer","NR","Classics, Drama, Musical & Performing Arts",97,"Fresh",75,28,27118000,1980,6.4,10117,0,0,0,1,0,0,0,0,1,0
"273",273,"Kansas","R","Action & Adventure, Drama, Mystery & Suspense",110,"Rotten",20,10,2432536,1988,5.4,1179,0,0,1,1,0,0,0,1,0,0
"274",274,"Kickboxer","R","Action & Adventure, Drama",105,"Rotten",36,11,14697005,1989,6.4,56099,0,0,1,1,0,0,0,1,0,0
"275",275,"King Kong","G","Action & Adventure, Classics, Horror",100,"Certified-Fresh",98,64,218080025,2005,7.9,85661,0,1,1,0,0,0,0,0,0,1
"276",276,"The King of Comedy","PG","Comedy, Drama, Mystery & Suspense",101,"Certified-Fresh",89,62,2536242,1983,7.8,103697,1,0,0,1,0,0,0,0,0,1
"277",277,"King Solomon's Mines","G","Action & Adventure, Classics, Drama",102,"Fresh",92,12,15057465,1985,6.3,1297,0,0,1,1,0,0,0,0,1,0
"278",278,"The Ladykillers","NR","Art House & International, Classics, Comedy, Drama, Mystery & Suspense",90,"Fresh",100,26,39799191,2004,7.6,29470,1,0,0,1,0,1,0,0,1,0
"279",279,"Legend","PG","Drama, Science Fiction & Fantasy",89,"Rotten",38,40,15502112,1986,6.3,66546,0,0,0,1,1,0,0,1,0,0
"280",280,"Little Shop of Horrors","PG-13","Comedy, Horror, Musical & Performing Arts, Science Fiction & Fantasy",93,"Certified-Fresh",90,51,38982260,1986,7.1,76308,1,1,0,0,1,0,0,0,0,1
"281",281,"Lock Up","R","Action & Adventure, Drama, Mystery & Suspense",103,"Rotten",23,13,22099847,1989,6.4,43437,0,0,1,1,0,0,0,1,0,0
"282",282,"The Longest Yard","R","Action & Adventure, Classics, Comedy, Drama",121,"Fresh",79,34,158119460,2005,7.1,19429,1,0,1,1,0,0,0,0,1,0
"283",283,"Lovesick","PG","Comedy, Romance",95,"Rotten",40,5,10171304,1983,5.2,856,1,0,0,0,0,0,0,1,0,0
"284",284,"Made in Heaven","PG","Comedy, Drama, Science Fiction & Fantasy, Romance",102,"Rotten",50,12,4572845,1987,5.3,130,1,0,0,1,1,0,0,1,0,0
"285",285,"The Manchurian Candidate","PG-13","Classics, Drama, Mystery & Suspense",126,"Certified-Fresh",97,59,65955630,2004,7.9,75727,0,0,0,1,0,0,0,0,0,1
"286",286,"The Manhattan Project","PG-13","Action & Adventure, Drama, Mystery & Suspense, Science Fiction & Fantasy",117,"Rotten",50,18,3900000,1986,6.1,6273,0,0,1,1,1,0,0,1,0,0
"287",287,"Manhunter","R","Action & Adventure, Mystery & Suspense",119,"Certified-Fresh",93,42,8620929,1986,7.1,93,0,0,1,0,0,0,0,0,0,1
"288",288,"Mannequin","PG","Comedy, Science Fiction & Fantasy, Romance",89,"Rotten",21,39,42721196,1987,7,23,1,0,0,0,1,0,0,1,0,0
"289",289,"Masquerade","R","Horror, Mystery & Suspense, Romance",90,"Rotten",50,16,15855828,1988,7.8,17,0,1,0,0,0,0,0,1,0,0
"290",290,"The Mechanic","R","Action & Adventure, Classics, Drama, Mystery & Suspense",100,"Rotten",25,8,29121498,2011,6.8,14273,0,0,1,1,0,0,0,1,0,0
"291",291,"A Midsummer Night's Dream","NR","Classics, Comedy, Drama, Science Fiction & Fantasy, Romance",132,"Fresh",91,11,16071990,1999,6.8,3554,1,0,0,1,1,0,0,0,1,0
"292",292,"Mighty Joe Young","PG","Action & Adventure, Classics, Drama, Science Fiction & Fantasy",94,"Fresh",95,20,50632037,1998,7,5332,0,0,1,1,1,0,0,0,1,0
"293",293,"Missing in Action","R","Action & Adventure",102,"Rotten",19,16,22812411,1984,5.4,15222,0,0,1,0,0,0,0,1,0,0
"294",294,"The Mission","PG","Art House & International, Drama",128,"Fresh",64,25,17218023,1986,7.4,61622,0,0,0,1,0,1,0,0,1,0
"295",295,"Morning Glory","NR","Classics, Drama",74,"Fresh",64,11,31011732,2010,6.4,3041,0,0,0,1,0,0,0,0,1,0
"296",296,"Mr. & Mrs. Smith","NR","Classics, Comedy, Romance",95,"Fresh",67,21,186336279,2005,6.3,10573,1,0,0,0,0,0,0,0,1,0
"297",297,"Mrs. Soffel","PG-13","Drama, Mystery & Suspense",112,"Rotten",36,11,4385312,1984,6.1,3319,0,0,0,1,0,0,0,1,0,0
"298",298,"The Mummy","NR","Classics, Horror, Romance",72,"Certified-Fresh",88,42,155385488,1999,7,26803,0,1,0,0,0,0,0,0,0,1
"299",299,"Near Dark","R","Horror, Mystery & Suspense, Western, Romance",95,"Certified-Fresh",88,50,3369307,1987,6.9,39639,0,1,0,0,0,0,0,0,0,1
"300",300,"Neighbors","R","Comedy",94,"Rotten",57,7,150157400,2014,5.5,8106,1,0,0,0,0,0,0,1,0,0
"301",301,"Next of Kin","R","Action & Adventure, Drama",108,"Rotten",56,9,15942628,1989,6.3,3240,0,0,1,1,0,0,0,1,0,0
"302",302,"Night of the Living Dead","NR","Classics, Cult Movies, Horror",96,"Certified-Fresh",97,70,5835247,1990,7.8,128285,0,1,0,0,0,0,0,0,0,1
"303",303,"Nighthawks","R","Action & Adventure",99,"Fresh",70,20,14905359,1981,6.2,620,0,0,1,0,0,0,0,0,1,0
"304",304,"No Man's Land","R","Action & Adventure, Drama",106,"Rotten",50,6,1012153,2001,6.5,47,0,0,1,1,0,0,0,1,0,0
"305",305,"No Mercy","R","Action & Adventure, Drama, Mystery & Suspense",107,"Rotten",27,15,12303904,1986,5.7,7708,0,0,1,1,0,0,0,1,0,0
"306",306,"No Way Out","R","Action & Adventure, Drama, Mystery & Suspense",113,"Certified-Fresh",91,45,35509515,1987,7.4,5654,0,0,1,1,0,0,0,0,0,1
"307",307,"Only When I Laugh","R","Comedy, Drama",120,"Rotten",57,7,25524778,1981,6.4,1501,1,0,0,1,0,0,0,1,0,0
"308",308,"The Out-of-Towners","PG-13","Classics, Comedy",97,"Fresh",63,16,28544120,1999,5.5,14182,1,0,0,0,0,0,0,0,1,0
"309",309,"The Parent Trap","G","Classics, Comedy, Kids & Family, Romance",124,"Fresh",90,20,66308518,1998,7.2,21857,1,0,0,0,0,0,0,0,1,0
"310",310,"Peter Pan","G","Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy",76,"Fresh",81,36,48462608,2003,7.1,1089,0,0,0,0,1,0,0,0,1,0
"311",311,"The Phantom of the Opera","R","Horror",90,"Rotten",38,13,51268815,2004,7.5,18506,0,1,0,0,0,0,0,1,0,0
"312",312,"The Pirates of Penzance","G","Action & Adventure, Classics, Comedy, Musical & Performing Arts",112,"Fresh",81,16,694497,1983,7.1,3575,1,0,1,0,0,0,0,0,1,0
"313",313,"Point Blank","R","Action & Adventure, Classics, Drama, Mystery & Suspense",92,"Fresh",95,37,708215,2011,7.3,21254,0,0,1,1,0,0,0,0,1,0
"314",314,"Poltergeist","PG","Horror",114,"Certified-Fresh",86,63,76606280,1982,7.3,162303,0,1,0,0,0,0,0,0,0,1
"315",315,"Popeye","PG","Action & Adventure, Comedy, Kids & Family, Musical & Performing Arts",114,"Fresh",61,33,49823037,1980,5.3,32180,1,0,1,0,0,0,0,0,1,0
"316",316,"Posse","PG","Action & Adventure, Western",94,"Fresh",67,6,18289763,1993,6.5,2246,0,0,1,0,0,0,0,0,1,0
"317",317,"The Postman Always Rings Twice","R","Classics, Drama, Mystery & Suspense",113,"Fresh",89,27,12376625,1981,7.4,21015,0,0,0,1,0,0,0,0,1,0
"318",318,"Power","R","Drama",111,"Rotten",50,12,3800000,1986,4.3,19,0,0,0,1,0,0,0,1,0,0
"319",319,"Pride and Prejudice","NR","Classics, Comedy, Drama",118,"Fresh",100,11,38405088,2005,7.4,8466,1,0,0,1,0,0,0,0,1,0
"320",320,"The Producers","PG","Classics, Comedy",88,"Certified-Fresh",90,71,19398532,2005,7.5,56251,1,0,0,0,0,0,0,0,0,1
"321",321,"Project X","PG","Action & Adventure, Comedy, Drama, Science Fiction & Fantasy",108,"Fresh",75,20,54731865,2012,5.7,18,1,0,1,1,1,0,0,0,1,0
"322",322,"Prom Night","R","Horror",91,"Rotten",48,23,14796236,1980,5.3,18328,0,1,0,0,0,0,0,1,0,0
"323",323,"Promised Land","R","Drama",106,"Rotten",53,154,316199,1988,5.7,1375,0,0,0,1,0,0,0,1,0,0
"324",324,"Pulse","PG-13","Horror, Mystery & Suspense, Science Fiction & Fantasy",91,"Fresh",62,13,20264436,2006,5.4,2520,0,1,0,0,1,0,0,0,1,0
"325",325,"Raw Deal","R","Action & Adventure",105,"Rotten",23,13,16209459,1986,7.2,4970,0,0,1,0,0,0,0,1,0,0
"326",326,"The Razor's Edge","NR","Classics, Drama, Romance",146,"Fresh",71,7,6551987,1984,7.3,6198,0,0,0,1,0,0,0,0,1,0
"327",327,"Reckless","R","Action & Adventure, Comedy, Drama, Romance",90,"Rotten",0,5,8289916,1984,6.4,1247,1,0,1,1,0,0,0,1,0,0
"328",328,"Red Heat","R","Action & Adventure, Classics, Drama",103,"Fresh",67,24,34994648,1988,4.8,820,0,0,1,1,0,0,0,0,1,0
"329",329,"Red Sonja","PG-13","Action & Adventure, Science Fiction & Fantasy",89,"Rotten",15,26,6948633,1985,5.1,42100,0,0,1,0,1,0,0,1,0,0
"330",330,"Return to Oz","PG","Action & Adventure, Kids & Family, Science Fiction & Fantasy",110,"Rotten",53,34,11137801,1985,5.5,173,0,0,1,0,1,0,0,1,0,0
"331",331,"Revenge","R","Action & Adventure, Drama, Mystery & Suspense, Romance",124,"Rotten",35,17,15645616,1990,8.3,34,0,0,1,1,0,0,0,1,0,0
"332",332,"Rich and Famous","R","Comedy, Drama",115,"Rotten",57,14,14492125,1981,5.9,1741,1,0,0,1,0,0,0,1,0,0
"333",333,"Risky Business","R","Comedy",96,"Certified-Fresh",92,49,63541777,1983,6.6,27,1,0,0,0,0,0,0,0,0,1
"334",334,"Road House","R","Action & Adventure, Mystery & Suspense",112,"Rotten",39,44,30050028,1989,5.7,51,0,0,1,0,0,0,0,1,0,0
"335",335,"Robin Hood","G","Action & Adventure, Animation, Kids & Family, Musical & Performing Arts, Romance",83,"Rotten",54,28,105269730,2010,6.1,52,0,0,1,0,0,0,0,1,0,0
"336",336,"Runaway","PG-13","Action & Adventure, Science Fiction & Fantasy",100,"Rotten",47,19,6770587,1984,5.8,13499,0,0,1,0,1,0,0,1,0,0
"337",337,"Sabrina","G","Classics, Comedy, Drama, Romance",113,"Fresh",92,38,53672080,1995,7.6,65293,1,0,0,1,0,0,0,0,1,0
"338",338,"Sahara","NR","Action & Adventure, Classics, Drama",97,"Fresh",100,10,68671925,2005,4.6,18,0,0,1,1,0,0,0,0,1,0
"339",339,"Second Sight","PG","Comedy, Science Fiction & Fantasy",84,"Rotten",0,6,5368865,1989,4.3,1374,1,0,0,0,1,0,0,1,0,0
"340",340,"Shaft","R","Action & Adventure, Classics",100,"Certified-Fresh",88,42,70334258,2000,6.6,19317,0,0,1,0,0,0,0,0,0,1
"341",341,"The Shaggy Dog","G","Classics, Comedy, Kids & Family, Science Fiction & Fantasy",104,"Fresh",68,19,61123569,2006,6.4,5148,1,0,0,0,1,0,0,0,1,0
"342",342,"Shakedown","R","Action & Adventure, Drama, Mystery & Suspense",90,"Fresh",63,8,10068039,1988,6.3,12,0,0,1,1,0,0,0,0,1,0
"343",343,"Shall We Dance","NR","Classics, Comedy, Drama, Musical & Performing Arts, Romance",109,"Fresh",89,9,57890460,2004,7.5,7337,1,0,0,1,0,0,0,0,1,0
"344",344,"Short Circuit","PG","Comedy, Kids & Family, Science Fiction & Fantasy",98,"Rotten",59,37,40697761,1986,6.6,62337,1,0,0,0,1,0,0,1,0,0
"345",345,"Silent Night, Deadly Night","R","Horror",79,"Rotten",35,20,2491460,1984,5.8,16126,0,1,0,0,0,0,0,1,0,0
"346",346,"Simon","PG","Comedy, Science Fiction & Fantasy",97,"Rotten",57,7,4055,2006,6.3,925,1,0,0,0,1,0,0,1,0,0
"347",347,"Skin Deep","R","Comedy",101,"Rotten",38,16,19674852,1989,7.5,23,1,0,0,0,0,0,0,1,0,0
"348",348,"Splash","PG","Comedy, Science Fiction & Fantasy, Romance",NA,"",NA,NA,69821334,1984,6.3,77503,1,0,0,0,1,0,0,0,0,0
"349",349,"Spring Break","R","Comedy",100,"Rotten",20,10,24071666,1983,4.8,3233,1,0,0,0,0,0,0,1,0,0
"350",350,"The Squeeze","PG-13","Action & Adventure, Comedy, Mystery & Suspense, Romance",101,"Rotten",14,7,2228951,1987,6.3,732,1,0,1,0,0,0,0,1,0,0
"351",351,"Stakeout","R","Comedy, Mystery & Suspense",115,"Fresh",88,26,65673233,1987,6.7,26730,1,0,0,0,0,0,0,0,1,0
"352",352,"Suddenly","PG","Action & Adventure, Classics, Drama, Mystery & Suspense",75,"Fresh",100,9,44806,2003,5.4,157,0,0,1,1,0,0,0,0,1,0
"353",353,"Summer School","PG-13","Comedy",96,"Fresh",63,30,35659098,1987,6.2,80,1,0,0,0,0,0,0,0,1,0
"354",354,"Suspect","R","Drama, Horror, Mystery & Suspense",121,"Fresh",67,18,18782400,1987,6.1,249,0,1,0,1,0,0,0,0,1,0
"355",355,"Target","R","Action & Adventure, Drama, Mystery & Suspense",117,"Fresh",71,7,9023199,1985,5.7,136,0,0,1,1,0,0,0,0,1,0
"356",356,"Tarzan, the Ape Man","R","Action & Adventure",112,"Rotten",10,20,36565280,1981,3.7,355,0,0,1,0,0,0,0,1,0,0
"357",357,"Tempest","PG","Comedy, Documentary, Drama, Special Interest",145,"Rotten",55,11,5005245,1982,6.8,455,1,0,0,1,0,0,1,1,0,0
"358",358,"Thief","R","Action & Adventure, Drama, Mystery & Suspense",122,"Fresh",94,31,11492915,1981,7.2,90,0,0,1,1,0,0,0,0,1,0
"359",359,"Thirst","R","Drama, Horror, Mystery & Suspense, Science Fiction & Fantasy",98,"Fresh",100,5,318574,2009,5.8,1457,0,1,0,1,1,0,0,0,1,0
"360",360,"The Time Machine","G","Action & Adventure, Classics, Science Fiction & Fantasy",103,"Fresh",76,37,56832494,2002,7.5,41566,0,0,1,0,1,0,0,0,1,0
"361",361,"Top Secret!","PG","Comedy",90,"Fresh",77,35,20458340,1984,7.2,67403,1,0,0,0,0,0,0,0,1,0
"362",362,"Tough Guys","PG","Comedy",103,"Rotten",57,14,21458229,1986,5.6,355,1,0,0,0,0,0,0,1,0,0
