"","X","movie_title","content_rating","genre","runtime","tomatometer_status","tomatometer_rating","tomatometer_count","lifetime_gross","year","imdbRating","numVotes"
"306",311,"The Phantom of the Opera","R","Horror",90,"Rotten",38,13,51268815,2004,7.5,18506
"307",312,"The Pirates of Penzance","G","Comedy",112,"Fresh",81,16,694497,1983,7.1,3575
"308",313,"Point Blank","R","Action",92,"Fresh",95,37,708215,2011,7.3,21254
"309",314,"Poltergeist","PG","Horror",114,"Certified-Fresh",86,63,76606280,1982,7.3,162303
"310",315,"Popeye","PG","Comedy",114,"Fresh",61,33,49823037,1980,5.3,32180
"311",316,"Posse","PG","Action",94,"Fresh",67,6,18289763,1993,6.5,2246
"312",317,"The Postman Always Rings Twice","R","Drama",113,"Fresh",89,27,12376625,1981,7.4,21015
"313",318,"Power","R","Drama",111,"Rotten",50,12,3800000,1986,4.3,19
"314",319,"Pride and Prejudice","NR","Comedy",118,"Fresh",100,11,38405088,2005,7.4,8466
"315",320,"The Producers","PG","Comedy",88,"Certified-Fresh",90,71,19398532,2005,7.5,56251
"316",321,"Project X","PG","Comedy",108,"Fresh",75,20,54731865,2012,5.7,18
"317",322,"Prom Night","R","Horror",91,"Rotten",48,23,14796236,1980,5.3,18328
"318",323,"Promised Land","R","Drama",106,"Rotten",53,154,316199,1988,5.7,1375
"319",324,"Pulse","PG-13","Horror",91,"Fresh",62,13,20264436,2006,5.4,2520
"320",325,"Raw Deal","R","Action",105,"Rotten",23,13,16209459,1986,7.2,4970
"321",326,"The Razor's Edge","NR","Drama",146,"Fresh",71,7,6551987,1984,7.3,6198
"322",327,"Reckless","R","Comedy",90,"Rotten",0,5,8289916,1984,6.4,1247
"323",328,"Red Heat","R","Action",103,"Fresh",67,24,34994648,1988,4.8,820
"324",329,"Red Sonja","PG-13","Action",89,"Rotten",15,26,6948633,1985,5.1,42100
"325",330,"Return to Oz","PG","Action",110,"Rotten",53,34,11137801,1985,5.5,173
"326",331,"Revenge","R","Action",124,"Rotten",35,17,15645616,1990,8.3,34
"327",332,"Rich and Famous","R","Comedy",115,"Rotten",57,14,14492125,1981,5.9,1741
"328",333,"Risky Business","R","Comedy",96,"Certified-Fresh",92,49,63541777,1983,6.6,27
"329",334,"Road House","R","Action",112,"Rotten",39,44,30050028,1989,5.7,51
"330",335,"Robin Hood","G","Action",83,"Rotten",54,28,105269730,2010,6.1,52
"331",336,"Runaway","PG-13","Action",100,"Rotten",47,19,6770587,1984,5.8,13499
"332",337,"Sabrina","G","Comedy",113,"Fresh",92,38,53672080,1995,7.6,65293
"333",338,"Sahara","NR","Action",97,"Fresh",100,10,68671925,2005,4.6,18
"334",339,"Second Sight","PG","Comedy",84,"Rotten",0,6,5368865,1989,4.3,1374
"335",340,"Shaft","R","Action",100,"Certified-Fresh",88,42,70334258,2000,6.6,19317
"336",341,"The Shaggy Dog","G","Comedy",104,"Fresh",68,19,61123569,2006,6.4,5148
"337",342,"Shakedown","R","Action",90,"Fresh",63,8,10068039,1988,6.3,12
"338",343,"Shall We Dance","NR","Comedy",109,"Fresh",89,9,57890460,2004,7.5,7337
"339",344,"Short Circuit","PG","Comedy",98,"Rotten",59,37,40697761,1986,6.6,62337
"340",345,"Silent Night, Deadly Night","R","Horror",79,"Rotten",35,20,2491460,1984,5.8,16126
"341",346,"Simon","PG","Comedy",97,"Rotten",57,7,4055,2006,6.3,925
"342",347,"Skin Deep","R","Comedy",101,"Rotten",38,16,19674852,1989,7.5,23
"343",348,"Splash","PG","Comedy",NA,"",NA,NA,69821334,1984,6.3,77503
"344",349,"Spring Break","R","Comedy",100,"Rotten",20,10,24071666,1983,4.8,3233
"345",350,"The Squeeze","PG-13","Comedy",101,"Rotten",14,7,2228951,1987,6.3,732
"346",351,"Stakeout","R","Comedy",115,"Fresh",88,26,65673233,1987,6.7,26730
"347",352,"Suddenly","PG","Action",75,"Fresh",100,9,44806,2003,5.4,157
"348",353,"Summer School","PG-13","Comedy",96,"Fresh",63,30,35659098,1987,6.2,80
"349",354,"Suspect","R","Horror",121,"Fresh",67,18,18782400,1987,6.1,249
"350",355,"Target","R","Action",117,"Fresh",71,7,9023199,1985,5.7,136
"351",356,"Tarzan, the Ape Man","R","Action",112,"Rotten",10,20,36565280,1981,3.7,355
"352",357,"Tempest","PG","Comedy",145,"Rotten",55,11,5005245,1982,6.8,455
"353",358,"Thief","R","Action",122,"Fresh",94,31,11492915,1981,7.2,90
"354",359,"Thirst","R","Horror",98,"Fresh",100,5,318574,2009,5.8,1457
"355",360,"The Time Machine","G","Action",103,"Fresh",76,37,56832494,2002,7.5,41566
"356",361,"Top Secret!","PG","Comedy",90,"Fresh",77,35,20458340,1984,7.2,67403
"357",362,"Tough Guys","PG","Comedy",103,"Rotten",57,14,21458229,1986,5.6,355
"358",363,"The Trip","R","Action",85,"Rotten",39,23,306567,2003,6,5058
"359",364,"Twins","PG","Comedy",112,"Rotten",43,42,111938388,1988,6.1,125046
"360",365,"Uncommon Valor","R","Action",105,"Rotten",56,9,30503151,1983,6.3,10577
"361",366,"Valley Girl","R","Comedy",95,"Fresh",83,29,17343596,1983,6.4,16041
"362",367,"Venom","R","Horror",93,"Rotten",43,7,5229643,1982,4.6,227
"363",368,"Vice Versa","PG","Comedy",97,"Rotten",43,14,13664060,1988,6.7,17
"364",369,"Victory","PG","Action",117,"Fresh",63,8,10853418,1981,6.4,18
"365",370,"Village of the Damned","R","Horror",78,"Fresh",92,26,9418365,1995,7.3,17352
"366",371,"Walking Tall","R","Action",125,"Fresh",75,12,46437717,2004,6.9,6056
"367",372,"Water","PG-13","Comedy",91,"Rotten",0,6,5529144,2006,6,2479
"368",373,"We're No Angels","PG-13","Comedy",108,"Rotten",47,19,10555348,1989,7.4,9649
"369",374,"Weird Science","PG-13","Comedy",94,"Rotten",57,35,23834048,1985,6.6,89367
"370",375,"When a Stranger Calls","R","Horror",100,"Rotten",41,17,47860214,2006,6.4,12487
"371",376,"Willard","PG","Horror",95,"Rotten",57,23,6886089,2003,6.2,4594
"372",377,"Witness","R","Drama",112,"Certified-Fresh",93,41,68706993,1985,7.4,95597
"373",378,"Year of the Dragon","R","Action",134,"Rotten",56,18,18707466,1985,6.8,16144
"374",379,"Yours, Mine and Ours","NR","Comedy",111,"Rotten",50,12,53412862,2005,7.1,9031
"375",380,"Blue Steel","R","Action",102,"Fresh",75,24,8217997,1990,5.3,1613
"376",381,"Where the Heart Is","R","Comedy",94,"Rotten",10,10,33772838,2000,5.9,1676
"377",382,"The Guardian","R","Horror",92,"Rotten",30,10,55011732,2006,6.4,455
"378",383,"Mystery Train","R","Comedy",113,"Fresh",89,35,1541218,1989,7.5,28536
"379",384,"Revolution","PG-13","Action",123,"Rotten",10,20,358574,1985,6.8,211
"380",385,"Henry V","PG-13","Action",137,"Certified-Fresh",100,40,10161099,1989,4.7,6
"381",386,"Kiss of Death","NR","Drama",98,"Fresh",88,17,14942422,1995,7.4,8453
"382",387,"My Blue Heaven","PG-13","Comedy",95,"Fresh",71,17,23591472,1990,6.2,526
"383",388,"Dick Tracy","PG","Comedy",110,"Fresh",63,54,103738726,1990,6.5,622
"384",389,"Navy Seals","R","Action",113,"Rotten",19,32,25069101,1990,5.5,16948
"385",390,"102 Dalmatians","G","Comedy",100,"Rotten",31,90,66957026,2000,4.8,37684
"386",391,"Narrow Margin","R","Action",97,"Rotten",57,14,10873237,1990,6.5,9380
"387",392,"Ghost","PG-13","Comedy",127,"Certified-Fresh",74,74,217631306,1990,7.1,216828
"388",393,"Memphis Belle","PG-13","Action",108,"Fresh",67,24,27441977,1990,6.9,28729
"389",394,"Faust","NR","Horror",117,"Fresh",94,31,58132,2013,7.4,3951
"390",395,"Avalon","PG","Drama",126,"Fresh",85,26,15740796,1990,7.2,6371
"391",396,"The Rookie","R","Comedy",121,"Rotten",29,14,75600072,2002,4.2,116
"392",397,"The Long Walk Home","PG","Drama",97,"Fresh",87,15,4873620,1990,7.3,4182
"393",398,"Anastasia","NR","Drama",105,"Fresh",91,11,58406347,1997,7,8641
"394",399,"Jane Eyre","R","Drama",96,"Fresh",100,13,11242660,2011,8,19
"395",400,"After Hours","R","Comedy",97,"Certified-Fresh",89,56,10609321,1985,7.6,69603
"396",401,"White Fang","PG","Action",109,"Fresh",65,20,34793160,1991,6,41
"397",402,"Alice","PG-13","Comedy",106,"Fresh",75,28,7331647,1990,6.6,14435
"398",403,"Hidden Agenda","R","Drama",108,"Fresh",85,20,1030938,1990,6.9,4182
"399",404,"The Connection","NR","Drama",110,"Fresh",95,20,190980,2015,7,908
"400",405,"Awakenings","PG-13","Drama",121,"Fresh",88,33,52096475,1990,7.8,141297
"401",406,"True Colors","R","Drama",112,"Rotten",47,15,418807,1991,6.3,5384
"402",407,"Switch","R","Comedy",104,"Rotten",32,19,15545943,1991,5.8,9772
"403",408,"The Field","PG-13","Drama",107,"Rotten",43,14,1494399,1990,7.3,6215
"404",409,"Oscar","PG","Comedy",109,"Rotten",12,17,23562716,1991,7.5,6814
"405",410,"Toy Soldiers","R","Action",112,"Rotten",36,14,15073942,1991,4.8,618
"406",411,"The Miracle","PG","Drama",96,"Fresh",67,9,835519,1991,5.9,460
"407",412,"Hot Shots!","PG-13","Comedy",85,"Fresh",83,24,69467617,1991,6.7,108732
"408",413,"Dogfight","R","Drama",95,"Fresh",78,18,394631,1991,7.4,9324
"409",414,"The Hitman","R","Action",95,"Rotten",13,8,4654288,1991,5.3,4055
"410",415,"Teacher's Pet","NR","Comedy",120,"Fresh",86,7,6491969,2004,7.1,4531
"411",416,"Shattered","R","Drama",98,"Rotten",36,14,11511031,1991,6.5,10285
"412",417,"The Doctor","PG-13","Drama",125,"Fresh",82,17,38120905,1991,6.9,5664
"413",418,"Paradise","PG-13","Drama",111,"Rotten",36,11,5588800,1982,4.8,2699
"414",419,"The Commitments","R","Comedy",117,"Certified-Fresh",89,44,14919570,1991,7.6,35823
"415",420,"Deceived","PG-13","Drama",103,"Rotten",37,19,28738096,1991,6.1,7511
"416",421,"The Star","NR","Drama",89,"Rotten",29,7,40852824,2017,7,3748
"417",422,"Poison","NC17","Horror",86,"Fresh",77,22,787280,1991,6.4,4561
"418",423,"My Girl","PG-13","Comedy",102,"Rotten",53,17,59489799,1991,6.9,81513
"419",424,"JFK","R","Drama",189,"Certified-Fresh",84,63,70405498,1991,8,156107
"420",425,"The Man in the Moon","PG-13","Drama",99,"Fresh",90,20,2853801,1991,7.3,17019
"421",426,"Rush","R","Action",120,"Fresh",71,28,7241350,1991,4.3,168
"422",427,"Medicine Man","PG-13","Drama",106,"Rotten",19,21,45500797,1992,6,23576
"423",428,"The Uninvited","NR","Horror",98,"Fresh",95,20,28596818,2009,7.2,11216
"424",429,"The Italian Job","G","Comedy",101,"Fresh",83,29,106128601,2003,7.2,46513
"425",430,"Beethoven","PG","Comedy",88,"Rotten",30,27,57114049,1992,5.7,71952
"426",431,"The Babe","PG","Drama",115,"Rotten",46,37,17530973,1992,5.9,11126
"427",432,"The Cutting Edge","PG","Comedy",101,"Rotten",57,35,25105517,1992,6.9,20694
"428",433,"Gladiator","R","Action",102,"Rotten",31,13,187705427,2000,6.5,9489
"429",434,"Deep Cover","R","Action",108,"Fresh",82,22,16639799,1992,6.9,11799
"430",435,"All I Want for Christmas","G","Comedy",92,"Rotten",0,14,14812144,1991,5.9,5049
"431",436,"Class Act","PG-13","Comedy",98,"Rotten",17,12,13272113,1992,6,7699
"432",437,"Edward II","R","Drama",91,"Fresh",100,10,699264,1992,7.2,142
"433",438,"A Midnight Clear","R","Action",107,"Certified-Fresh",88,40,1526697,1992,7.1,9123
"434",439,"Boomerang","R","Comedy",118,"Rotten",43,35,70052444,1992,5.6,29687
"435",440,"Rapid Fire","R","Action",95,"Rotten",45,22,14356479,1992,4.1,164
"436",441,"Of Mice and Men","PG-13","Drama",110,"Fresh",97,29,5471088,1992,7.9,6113
"437",442,"Body Parts","R","Horror",88,"Rotten",41,17,9188150,1991,5.6,4510
"438",443,"Cool World","PG-13","Comedy",102,"Rotten",6,48,14110589,1992,4.8,23358
"439",444,"Singles","PG-13","Comedy",99,"Certified-Fresh",79,52,18471850,1992,6.7,30471
"440",445,"Wind","PG-13","Action",125,"Rotten",50,12,5519569,1992,6.4,2876
"441",446,"The Last of the Mohicans","R","Action",114,"Certified-Fresh",93,42,75505856,1992,6.7,1301
"442",448,"Husbands and Wives","R","Comedy",93,"Certified-Fresh",93,41,10555619,1992,7.5,29497
"443",449,"Hero","PG-13","Comedy",116,"Fresh",67,21,53710019,2004,5.4,50
"444",450,"Forever Young","PG","Drama",102,"Rotten",57,23,55956187,1992,6.7,56
"445",451,"Matinee","PG","Comedy",99,"Fresh",92,36,9532895,1993,4,224
"446",452,"Unforgiven","R","Drama",130,"Certified-Fresh",96,106,101157447,1992,8.2,410310
"447",453,"Leap of Faith","PG-13","Comedy",108,"Fresh",64,22,23369283,1992,6.2,113
"448",454,"Malcolm X","PG-13","Drama",201,"Certified-Fresh",88,59,48169910,1992,7.5,466
"449",455,"Scent of a Woman","R","Drama",157,"Certified-Fresh",89,44,63095253,1992,8,294922
"450",456,"Nowhere to Run","R","Action",95,"Rotten",30,23,22189039,1993,6.8,204
"451",457,"Sniper","R","Action",99,"Rotten",38,13,18994653,1993,6.1,24427
"452",459,"The Crush","R","Drama",89,"Rotten",25,28,13609396,1993,5.8,20474
"453",460,"Boiling Point","R","Action",93,"Rotten",18,11,10058318,1993,5,6147
"454",461,"Indian Summer","PG-13","Comedy",98,"Rotten",58,19,14904910,1993,6.5,5668
"455",462,"Alive","R","Action",127,"Rotten",59,27,36733909,1993,7.1,56397
"456",463,"Brother's Keeper","R","Documentary",104,"Fresh",100,17,1305915,1992,7.5,4137
"457",464,"The Browning Version","NR","Drama",90,"Fresh",89,19,487391,1994,8.1,5003
"458",465,"Made in America","PG-13","Comedy",110,"Rotten",31,29,44942695,1993,5.1,16938
"459",466,"Cliffhanger","R","Action",112,"Fresh",69,54,84049211,1993,6.5,130329
"460",467,"The Firm","R","Drama",154,"Certified-Fresh",75,56,158348367,1993,6.8,135166
"461",468,"Equinox","R","Drama",110,"Rotten",33,9,279627,1993,5.2,3216
"462",469,"Wide Sargasso Sea","R","Drama",96,"Fresh",65,20,1614784,1993,5.6,2089
"463",470,"The Secret Garden","G","Drama",101,"Certified-Fresh",88,42,31181347,1993,6.7,35
"464",471,"Strictly Ballroom","PG","Comedy",92,"Certified-Fresh",93,43,11738022,1993,7.2,27810
"465",472,"Calendar Girl","PG-13","Comedy",90,"Rotten",11,19,2570550,1993,5.8,261
"466",473,"Savage Messiah","R","Drama",100,"Fresh",60,10,1015671,2002,6.9,1470
"467",474,"Deadfall","R","Drama",99,"Rotten",0,6,18369,1993,5.7,1052
"468",475,"Much Ado About Nothing","PG-13","Comedy",110,"Certified-Fresh",90,49,22549338,1993,6.7,38
"469",476,"Airborne","PG","Comedy",91,"Rotten",21,14,2850263,1993,6.2,7048
"470",477,"Gettysburg","PG","Drama",254,"Fresh",77,22,10769960,1993,7.6,29439
"471",478,"Fatal Instinct","PG-13","Comedy",88,"Rotten",18,22,7839327,1993,4.1,453
"472",479,"A Home of Our Own","PG","Drama",102,"Rotten",50,12,1677807,1993,7,42
"473",480,"Fearless","R","Drama",121,"Fresh",85,39,6995302,1993,7.1,22896
"474",481,"Cool Runnings","PG","Comedy",97,"Certified-Fresh",76,42,68856263,1993,7,104317
"475",482,"The Man Who Loved Women","R","Comedy",110,"Rotten",33,12,10964231,1983,5.2,2336
"476",483,"Into the West","PG","Action",102,"Fresh",77,13,4790801,1993,7,2977
"477",484,"Gunmen","R","Action",90,"Rotten",15,13,3411885,1994,5.2,3622
"478",485,"Dangerous Game","R","Drama",107,"Rotten",31,16,23671,1993,5,372
"479",486,"Sugar Hill","R","Drama",123,"Rotten",20,10,18225518,1994,5.8,2082
"480",488,"Bad Girls","R","Action",99,"Rotten",9,23,15240435,1994,6.4,397
"481",489,"Dream Lover","R","Drama",103,"Rotten",57,14,502237,1986,4.8,606
"482",490,"Black Beauty","G","Action",85,"Fresh",80,15,4630377,1994,5.7,24
"483",491,"Wyatt Earp","PG-13","Action",191,"Rotten",44,27,25052000,1994,6.7,51344
"484",492,"Betty","NR","Drama",100,"Fresh",90,10,58099,1993,6.7,1553
"485",493,"Blown Away","R","Action",121,"Rotten",38,21,30156002,1994,6.9,38
"486",494,"The Mask","PG-13","Comedy",101,"Certified-Fresh",77,53,119938730,1994,6.3,16
"487",495,"Wolf","R","Horror",125,"Fresh",60,53,65002597,1994,6.2,56877
"488",496,"The Shadow","PG-13","Action",102,"Rotten",35,49,32063435,1994,5.7,183
"489",497,"It Could Happen to You","PG","Comedy",97,"Fresh",71,34,37939757,1994,6.1,43
"490",498,"Milk Money","PG-13","Comedy",108,"Rotten",12,42,18137661,1994,5.6,12361
"491",499,"Barcelona","PG-13","Comedy",100,"Fresh",82,34,7266973,1994,7,6285
"492",500,"Only You","PG","Comedy",108,"Rotten",54,35,20059210,1994,5.2,2844
"493",501,"The Specialist","R","Action",109,"Rotten",7,29,57362582,1994,4.4,164
"494",502,"Titanic","NR","Action",97,"Fresh",91,11,659363944,1997,6.2,1590
"495",503,"Beloved","R","Horror",172,"Certified-Fresh",78,67,22852487,1998,5.9,44
"496",504,"Junior","PG-13","Comedy",109,"Rotten",36,33,36763355,1994,4.4,334
"497",505,"Street Fighter","PG-13","Action",102,"Rotten",10,40,33423521,1994,4,71604
"498",506,"Shallow Grave","R","Comedy",92,"Fresh",69,49,2079569,1995,7.3,61622
"499",508,"Nobody's Fool","R","Comedy",110,"Certified-Fresh",91,54,39491975,1994,7.1,20
"500",509,"The Quick and the Dead","R","Action",105,"Rotten",59,41,18636537,1995,6,140
"501",510,"Top Dog","PG-13","Comedy",87,"Rotten",0,8,5093707,1995,4.1,3578
"502",511,"Man of the House","PG","Comedy",96,"Rotten",14,14,40070995,1995,5.2,9780
"503",512,"Born to Be Wild","PG","Comedy",100,"Rotten",0,9,3730409,1995,5.9,96
"504",513,"Hideaway","R","Horror",103,"Rotten",20,15,12201255,1995,5.5,90
"505",514,"School for Scoundrels","NR","Comedy",94,"Fresh",100,6,17807569,2006,7.3,3554
"506",515,"A Little Princess","G","Drama",97,"Fresh",97,35,10015449,1995,6.2,698
"507",516,"Mad Love","PG-13","Drama",95,"Rotten",28,25,15453274,1995,7.2,5342
"508",517,"Bad Boys","R","Action",118,"Rotten",42,64,65807024,1995,7.2,15506
"509",518,"Smoke","R","Comedy",112,"Fresh",93,29,8367636,1995,6.7,140
"510",519,"Pocahontas","G","Action",87,"Rotten",55,56,141579773,1995,6.7,187082
"511",520,"Contraband","NR","Action",91,"Fresh",100,6,66528000,2012,6.9,1248
"512",521,"Babe","G","Action",94,"Certified-Fresh",97,70,63658910,1995,7.2,293
"513",522,"The Prophecy","R","Horror",98,"Rotten",43,23,16115878,1995,6.4,31443
"514",523,"Braveheart","R","Action",177,"Certified-Fresh",78,82,75609945,1995,7.3,205
"515",524,"Copycat","R","Horror",123,"Fresh",78,37,32051917,1995,6.6,60067
"516",525,"The Scarlet Letter","R","Drama",135,"Rotten",13,38,10382407,1995,8.1,23
"517",526,"Home for the Holidays","PG-13","Comedy",103,"Fresh",63,49,17519169,1995,6.3,1133
"518",527,"Kicking and Screaming","R","Comedy",96,"Rotten",57,37,52842724,2005,6.7,13544
"519",528,"Persuasion","PG","Drama",102,"Fresh",86,28,5269757,1995,7.4,15627
"520",529,"To Die For","R","Comedy",103,"Certified-Fresh",88,57,21284514,1995,4.7,543
"521",530,"It Takes Two","PG","Comedy",101,"Rotten",8,24,19474589,1995,5.4,829
"522",531,"Casino","R","Drama",177,"Certified-Fresh",80,64,42512375,1995,6,54
"523",532,"Jumanji","PG","Comedy",104,"Rotten",55,38,100475249,1995,7,343895
"524",533,"Richard III","R","Drama",105,"Certified-Fresh",94,49,2684904,1995,5.7,287
"525",534,"The Addiction","PG-13","Horror",82,"Fresh",75,28,307308,1995,6.4,10362
"526",535,"Sudden Death","R","Action",110,"Rotten",50,36,20350171,1995,4.8,160
"527",536,"Dead Man Walking","R","Drama",122,"Certified-Fresh",95,61,39363635,1995,5,367
"528",537,"Cry, the Beloved Country","PG-13","Drama",111,"Fresh",85,13,670727,1995,7,872
"529",538,"Georgia","R","Drama",117,"Fresh",80,25,1110104,1995,6,166
"530",539,"Restoration","R","Drama",118,"Fresh",70,33,4005941,1995,6.6,9544
"531",540,"Black Sheep","PG-13","Comedy",87,"Rotten",28,32,32417995,1996,6.8,323
"532",541,"Screamers","R","Science Fiction",105,"Rotten",28,36,5711695,1996,6.3,27421
"533",542,"Othello","R","Drama",124,"Fresh",67,39,2844379,1995,6.4,275
"534",543,"The Substitute","R","Action",114,"Rotten",43,23,14818176,1996,5.2,873
"535",544,"Before and After","PG-13","Drama",108,"Rotten",32,19,8797839,1996,6.3,141
"536",545,"August","PG","Comedy",93,"Rotten",14,7,12636,2008,5.8,835
"537",546,"Carried Away","R","Drama",108,"Fresh",64,22,290978,1996,6.3,1604
"538",547,"The Quest","PG-13","Action",93,"Rotten",14,21,21686547,1996,5.4,31
"539",548,"Primal Fear","R","Drama",129,"Certified-Fresh",76,45,56116183,1996,7.7,215344
"540",549,"Twister","PG-13","Action",114,"Rotten",58,55,241721524,1996,5.2,2108
"541",550,"Fear","R","Horror",96,"Rotten",46,37,20831000,1996,5.7,621
"542",551,"The Arrival","PG-13","Science Fiction",109,"Fresh",65,34,14063331,1996,4.5,336
"543",552,"Last Dance","R","Drama",103,"Rotten",32,22,5939449,1996,4.5,1489
"544",553,"Moll Flanders","PG-13","Drama",123,"Rotten",43,23,3486957,1996,6.4,4328
"545",554,"The Last Supper","R","Comedy",92,"Fresh",63,35,459749,1996,7.1,96
"546",555,"Cold Comfort Farm","PG","Comedy",104,"Certified-Fresh",83,40,5682429,1996,7.2,7112
"547",556,"Independence Day","PG-13","Action",145,"Fresh",67,75,306169268,1996,5.7,106
"548",557,"The Rock","R","Action",136,"Fresh",66,65,134069511,1996,7.4,337692
"549",558,"The Phantom","PG","Action",100,"Rotten",43,47,17323326,1996,4.3,366
"550",559,"Matilda","PG","Comedy",93,"Fresh",90,21,33459416,1996,3.5,446
"551",560,"A Time to Kill","R","Drama",150,"Fresh",67,55,108766007,1996,7.4,160528
"552",561,"Kingpin","PG-13","Comedy",113,"Rotten",50,38,25023434,1996,6.9,84866
"553",562,"Chain Reaction","PG-13","Action",106,"Rotten",18,33,21226204,1996,5.6,52730
"554",563,"Infinity","PG","Drama",119,"Fresh",62,13,195170,1996,6.1,1889
"555",564,"Alaska","PG","Action",109,"Rotten",18,11,11829959,1996,5.2,66
"556",565,"Jack","PG-13","Comedy",113,"Rotten",18,34,58620973,1996,5.5,473
"557",566,"Freeway","R","Drama",102,"Certified-Fresh",76,41,295493,1996,5,466
"558",567,"Harriet the Spy","PG","Comedy",101,"Rotten",48,31,26570048,1996,5.9,10411
"559",568,"House Arrest","PG","Comedy",108,"Rotten",10,30,7032782,1996,5.7,8784
"560",569,"Bulletproof","R","Comedy",84,"Rotten",8,39,21576954,1996,4.9,1391
"561",570,"Foxfire","R","Drama",100,"Rotten",27,11,269300,1996,6.2,521
"562",571,"The Associate","PG-13","Comedy",114,"Rotten",28,18,12844057,1996,6.1,8458
"563",572,"Emma","PG","Comedy",121,"Certified-Fresh",85,52,22231658,1996,7,1008
"564",573,"Selena","PG","Drama",127,"Fresh",64,47,35281794,1997,6.8,29148
