"","Title","LifetimeGross","contentR","Year","Runtime","imdbR","rottentmtR","imdbC","rottentmtC"
"7278","Theeb",283024,"NR",2015,"100",7.2,97,11024,72
"7279","Their Finest",3603484,"R",2017,"117",6.7,90,20103,167
"7280","Thelma",147391,"NR",2017,"95",6.8,93,48,148
"7281","Them",50057,"R",2007,"\N",4.1,62,224,52
"7282","Then She Found Me",3735717,"R",2008,"100",5.9,50,9974,119
"7283","The Theory of Flight",73233,"R",1998,"101",6.5,50,2651,22
"7284","There Be Dragons",1069334,"PG-13",2011,"122",5.7,12,4807,41
"7285","There Will Be Blood",40222514,"R",2007,"158",8.2,92,581934,236
"7286","There's Something About Mary",176484651,"R",1998,"119",7.1,83,311383,84
"7287","These Birds Walk",30408,"NR",2013,"71",6.9,96,335,27
"7288","They Live",13008928,"R",1988,"94",7.2,86,129744,65
"7289","They Will Have to Kill Us First",7516,"NR",2016,"100",7.1,100,132,19
"7290","The Thin Blue Line",1209846,"NR",1988,"101",8,100,24651,17
"7291","A Thin Line Between Love and Hate",34767836,"R",1996,"108",5.5,12,5032,25
"7292","The Thing About My Folks",816403,"PG-13",2005,"96",6.5,45,2375,65
"7293","The Thing Called Love",1029721,"PG-13",1993,"116",6.4,57,8169,21
"7294","Things Change",3527886,"PG",1988,"100",7,83,3746,12
"7295","Things to Do in Denver When You're Dead",529766,"R",1995,"115",6.7,33,28017,27
"7296","Things We Lost in the Fire",3287315,"R",2007,"118",7.1,65,28909,128
"7297","Think Like a Man",91547205,"PG-13",2012,"123",6.5,54,47655,102
"7298","Think Like a Man Too",65182182,"PG-13",2014,"106",5.7,22,21443,85
"7299","Third Person",1021398,"R",2014,"137",6.3,25,28285,106
"7300","Thirteen",4601043,"R",2003,"87",7.8,81,63,154
"7301","Thirteen Days",34592089,"PG-13",2000,"145",7.3,83,59060,123
"7302","Thirty Two Short Films About Glenn Gould",1319521,"NR",1993,"98",7.3,92,3784,25
"7303","This Boy's Life",4104962,"R",1993,"115",7.3,76,53302,37
"7304","This Changes Everything",16692,"NR",2015,"89",6.4,56,609,18
"7305","This Christmas",49121934,"PG-13",2007,"119",6.3,55,9526,84
"7306","This Divided State",4255,"NR",2005,"88",7.3,83,783,24
"7307","This Is 40",67544505,"R",2012,"134",6.2,51,141497,220
"7308","This Is Elvis",2028612,"PG",1981,"101",7.5,86,1437,7
"7309","This Is England",329379,"NR",2007,"101",7.7,92,122453,93
"7310","This Is My Life",2922094,"PG-13",1992,"105",6,38,1260,13
"7311","This Is Spinal Tap",4736202,"R",1984,"82",7.9,95,139852,65
"7312","This Means War",54760791,"PG-13",2012,"103",6.3,26,187010,183
"7313","This Old Cub",270014,"NR",2004,"86",8.3,74,399,19
"7314","This Thing of Ours",37227,"NR",2003,"100",5,40,787,15
"7315","Thoda Pyaar Thoda Magic",365401,"NR",2008,"145",4.9,88,2704,8
"7316","Thomas and the Magic Railroad",15933506,"G",2000,"85",4.1,21,4385,68
"7317","The Thomas Crown Affair",69305181,"R",1999,"102",6.9,76,25436,34
"7318","Thor",181030624,"PG-13",2011,"115",7,77,842750,286
"7319","Thor: Ragnarok",315058289,"PG-13",2017,"130",7.9,93,740336,426
"7320","Thor: The Dark World",206362140,"PG-13",2013,"112",6.8,66,678090,279
"7321","Thoroughbreds",3072605,"R",2018,"56",7.4,86,11,162
"7322","Three Billboards Outside Ebbing, Missouri",54513740,"R",2017,"115",8.1,90,500963,405
"7323","The Three Burials of Melquiades Estrada",5027684,"R",2005,"121",7.3,85,40691,149
"7324","Three Fugitives",40586886,"PG-13",1989,"96",6.2,14,12022,14
"7325","Three Identical Strangers",12320845,"PG-13",2018,"96",7.6,97,35575,179
"7326","Three Kings",60652036,"R",1999,"114",7.1,94,172052,129
"7327","Three Night Stand",4076,"NR",2015,"86",5,60,3065,10
"7328","Three of Hearts",5495507,"R",1993,"102",5.5,53,2107,17
"7329","Three to Tango",10570375,"PG-13",1999,"98",6,28,19277,65
"7330","Three Wishes",7027517,"PG",1995,"115",6.1,13,3123,15
"7331","Three Worlds",3952,"NR",2013,"88",3.3,38,143,8
"7332","Threesome",14815317,"R",1994,"100",6.7,28,45,25
"7333","Thumbsucker",1328679,"R",2005,"96",6.5,71,21390,119
"7334","Thunder Soul",143986,"PG",2011,"83",7.6,100,522,29
"7335","Thunderbirds",6880917,"PG",2004,"98",5.8,19,114,106
"7336","Thunderheart",22660758,"R",1992,"119",6.8,89,16207,19
"7337","Thunderstruck",587211,"PG",2012,"98",6.1,27,943,11
"7338","Thursday",3121,"R",1998,"87",7.1,43,18615,7
"7339","Tideland",66453,"R",2006,"120",6.3,31,33471,78
"7340","Tiger Eyes",27160,"PG-13",2013,"92",6.2,66,1970,29
"7341","Tigerland",139692,"R",2000,"101",7,77,41397,47
"7342","Tightrope",48143579,"R",1984,"114",6.3,85,17841,13
"7343","Tikkun",13671,"NR",2016,"52",9.4,95,19,20
"7344","Till Human Voices Wake Us",120601,"R",2003,"101",6.3,25,2437,72
"7345","Timbuktu",1076075,"PG-13",2015,"91",5.7,98,367,122
"7346","Time Bandits",42365581,"PG",1981,"116",6.9,90,63986,49
"7347","Time Changer",1305964,"PG",2002,"95",5.1,22,2576,9
"7348","Time of the Wolf",61439,"R",2004,"87",6.3,64,285,56
"7349","The Time That Remains",32869,"NR",2011,"109",7,85,2525,46
"7350","The Time Traveler's Wife",63414846,"PG-13",2009,"107",7.1,38,151516,159
"7351","Timecop",44853581,"R",1994,"99",5.9,45,60130,44
"7352","Timeline",19481943,"PG-13",2003,"116",5.6,11,63490,142
"7353","Tim's Vermeer",1671377,"PG-13",2014,"80",7.8,89,8201,121
"7354","Tin Cup",53854588,"R",1996,"135",6.4,71,50646,52
"7355","Tin Men",25411386,"R",1987,"112",6.6,77,9025,22
"7356","Tiny Furniture",391674,"NR",2010,"98",6.2,80,14484,98
"7357","Tio Papi",21316,"PG",2013,"87",6,29,184,7
"7358","Tip Top",6050,"NR",2014,"106",4.7,53,639,15
"7359","Titan A.E.",22753426,"PG",2000,"94",6.6,51,61502,101
"7360","TMNT",54149098,"PG",2007,"87",6.2,35,64950,120
"7361","To Be Takei",52823,"NR",2014,"94",6.9,90,1537,49
"7362","To Gillian on Her 37th Birthday",4189233,"PG-13",1996,"93",5.8,14,4915,28
"7363","To Rome with Love",16685867,"R",2012,"112",6.3,46,88233,181
"7364","To Save a Life",3777210,"PG-13",2010,"120",6.8,39,5703,23
"7365","Today's Special",317831,"R",2010,"99",6.6,81,6582,31
"7366","Together",1151941,"R",2003,"72",5.9,90,201,81
"7367","Tolkien",4535154,"PG-13",2019,"112",6.8,51,40993,196
"7368","Tom and Huck",23920048,"PG",1995,"97",5.5,25,10948,8
"7369","Tom of Finland",381610,"NR",2017,"117",6.8,84,6005,69
"7370","Tomb Raider",58250803,"PG-13",2018,"119",6.3,51,214108,315
"7371","Tomboy",14100000,"NR",1985,"70",4.8,96,18,67
"7372","Tomcats",13558739,"R",2001,"83",5,14,167,76
"7373","Tommy Boy",32679899,"PG-13",1995,"97",7.1,42,88028,43
"7374","Tommy's Honour",569306,"PG",2017,"112",6.3,67,1274,83
"7375","Tomorrow Never Dies",125304276,"PG-13",1997,"119",6.5,57,194815,89
"7376","Tomorrowland",93436322,"PG",2015,"130",6.4,50,182755,296
"7377","Toni Erdmann",1479387,"R",2016,"162",7.3,93,48580,234
"7378","Tootsie",177200000,"PG",1982,"116",7.4,90,107127,51
"7379","Top Five",25317379,"R",2014,"102",6.4,85,26820,185
"7380","Top Gun",179800601,"PG",1986,"73",6.2,54,629,57
"7381","The Topp Twins: Untouchable Girls",29316,"PG-13",2011,"84",7.3,89,349,28
"7382","Tortilla Soup",4467615,"PG-13",2001,"102",6.7,74,4953,72
"7383","Total Eclipse",340139,"R",1995,"111",6.5,25,15795,16
"7384","Total Recall",119412921,"R",1990,"113",7.5,82,329882,71
"7385","Touchback",204232,"PG-13",2012,"118",6.5,38,4173,13
"7386","Touching the Void",4593598,"R",2004,"106",8,94,35963,140
"7387","Touchy Feely",36128,"R",2013,"88",5.3,40,3744,63
"7388","The Tourist",67631157,"PG-13",2010,"103",6,20,243457,171
"7389","Tower",101987,"NR",2016,"78",6,99,161,99
"7390","Tower Heist",78046570,"PG-13",2011,"104",6.2,67,144577,199
"7391","Town & Country",6719973,"R",2001,"104",4.5,13,5024,94
"7392","The Toy",47118057,"PG",1982,"102",5.8,9,13676,11
"7393","Toy Story",191796233,"G",1995,"81",8.3,100,984357,90
"7394","Toy Story 2",245852179,"G",1999,"92",7.9,100,577323,169
"7395","Toy Story 3",415004880,"G",2010,"103",8.3,98,829566,307
"7396","Toy Story 4",404979743,"G",2019,"100",7.7,97,247898,443
"7397","Toys",23278931,"PG-13",1992,"118",5.1,30,32196,27
"7398","Track 29",429028,"R",1988,"91",5.8,63,2293,8
"7399","Trade of Innocents",15091,"PG-13",2012,"88",5.3,0,978,7
"7400","Trading Mom",319123,"PG",1994,"85",5.4,38,2002,8
"7401","Trading Places",90404800,"R",1983,"116",7.5,87,151420,46
"7402","Trafficked",19698,"R",2017,"108",5.6,29,1646,7
"7403","Traffik",9186156,"R",2018,"96",5.9,27,20339,33
"7404","Trail of the Pink Panther",9056073,"PG",1982,"96",4.8,23,10504,13
"7405","Trailer Park Boys: The Movie",3860678,"R",2006,"95",7.1,57,12989,23
"7406","Training Day",76631907,"R",2001,"122",7.7,73,433733,160
"7407","Trainspotting",16491080,"R",1996,"93",8.1,91,683136,85
"7408","Trainwreck",110212700,"R",2015,"125",6.2,85,137377,284
"7409","Traitor",23530831,"PG-13",2008,"114",6.9,65,57896,169
"7410","Trance",2328743,"R",2013,"\N",5.3,68,61,187
"7411","Transamerica",9015303,"R",2005,"103",7.4,77,41459,145
"7412","Transcendence",23022309,"PG-13",2014,"98",6.2,19,26,228
"7413","Transformers: Age of Extinction",245439076,"PG-13",2014,"165",5.6,18,313844,209
"7414","Transformers: Dark of the Moon",352390543,"PG-13",2011,"154",6.2,35,407972,262
"7415","Transformers: Revenge of the Fallen",402111870,"PG-13",2009,"149",5.9,20,406605,251
"7416","Transformers: The Last Knight",130168683,"PG-13",2017,"154",5.2,15,151501,250
"7417","Transformers",319246193,"PG-13",2007,"144",7,58,635228,227
"7418","Transit",815290,"R",2019,"125",6.9,50,16,8
"7419","The Transporter",25296447,"PG-13",2002,"92",6.8,54,303566,127
"7420","Transporter 2",43095856,"PG-13",2005,"87",6.3,52,203543,122
"7421","Transporter 3",31715062,"PG-13",2008,"104",6,39,167707,114
"7422","Transsiberian",2206405,"R",2008,"111",6.6,91,53182,101
"7423","Transylmania",397641,"R",2009,"92",3.8,0,2743,22
"7424","Transylvania 6-5000",7196872,"PG",1985,"93",4.9,18,7767,11
"7425","Trapped in Paradise",6017509,"PG-13",1994,"111",5.9,10,15211,20
"7426","Trash",17484,"R",2015,"110",6.1,66,2778,44
"7427","Treasure Planet",38176783,"PG",2002,"95",7.1,69,118536,150
"7428","The Treatment",83354,"NR",2007,"50",6.9,68,7,41
"7429","Trees Lounge",749741,"R",1996,"95",7.1,81,16551,26
"7430","Trekkies",318246,"PG",1999,"86",6.9,86,4934,42
"7431","Trembling Before G-d",788896,"NR",2001,"94",7,89,934,62
"7432","Tremors",16667084,"PG-13",1990,"96",7.1,86,138432,44
"7433","Trespass",13249535,"R",1992,"101",6.3,69,12990,26
"7434","Trespass Against Us",5711,"R",2017,"99",5.8,57,8325,70
"7435","Trial by Fire",148504,"R",2019,"90",6.1,62,302,68
"7436","Trial by Jury",6971777,"R",1994,"107",5.4,8,1926,12
"7437","The Trials of Henry Kissinger",516726,"NR",2002,"80",7.6,95,2027,58
"7438","Trick",2087228,"NR",1999,"89",7.2,33,8839,27
"7439","The Trigger Effect",3622979,"R",1996,"94",5.7,75,7827,24
"7440","Triple 9",12639297,"R",2016,"115",6.3,54,72520,181
"7441","Triple Threat",76289,"R",2019,"71",5.9,69,15,32
"7442","Trishna",240381,"R",2012,"127",7,63,58,92
"7443","Triumph of the Spirit",408839,"R",1989,"120",6.8,50,2564,6
"7444","Trolls",153707064,"PG",2016,"92",6.4,76,81951,162
"7445","Troop Beverly Hills",8508843,"PG",1989,"105",5.8,25,10534,16
"7446","Tropic Thunder",110515313,"R",2008,"107",7,82,414183,249
"7447","Trouble the Water",520151,"NR",2008,"90",7.3,96,2032,76
"7448","Trouble with the Curve",35763137,"PG-13",2012,"111",6.8,51,64595,204
"7449","Troublesome Creek: A Midwestern",140000,"NR",1997,"88",7,82,79,11
"7450","Troy",133378256,"R",2004,"163",7.3,54,532469,228
"7451","Trucker",52429,"R",2009,"90",6.6,59,3445,37
"7452","Trudell",26756,"R",2006,"80",7.5,33,496,30
"7453","True Believer",8742750,"R",1989,"105",6.7,95,4976,22
"7454","True Confessions",12850276,"R",1981,"108",6.3,71,8254,14
"7455","True Grit",171243005,"G",2010,"128",7.4,89,47742,53
"7456","True Identity",4693236,"R",1991,"93",5.1,43,1258,7
"7457","True Romance",12281551,"R",1993,"119",7.9,93,226590,55
"7458","True Stories",2545142,"PG",1986,"89",7.2,78,6754,23
"7459","True Story",4719695,"R",2015,"99",6.3,45,69079,169
"7460","The Truman Show",125618201,"PG",1998,"103",8.2,95,1064887,132
"7461","The Trumpet of the Swan",102202,"G",2001,"75",5,14,1184,42
"7462","Trust",356122,"R",1991,"107",7.4,79,11386,66
"7463","Trust Machine: The Story of Blockchain",14905,"NR",2018,"84",6.6,90,202,10
"7464","Trust the Man",1530535,"R",2006,"103",5.7,28,8670,102
"7465","Truth",2541854,"R",2015,"90",9,63,7,178
"7466","The Truth About Cats & Dogs",34861807,"PG-13",1996,"97",6.3,85,28108,47
"7467","The Truth About Charlie",5350371,"PG-13",2002,"104",4.7,33,10584,135
"7468","Truth or Consequences, N.M.",109261,"R",1997,"106",6.3,38,4972,16
"7469","Tuck Everlasting",19161999,"PG",2002,"90",6.5,60,368,120
"7470","Tucker: The Man and His Dream",19652638,"PG",1988,"110",6.9,83,19938,42
"7471","Tuff Turf",9369329,"R",1985,"112",6,17,5214,6
"7472","Tulip Fever",2455635,"R",2017,"105",6.2,10,21340,60
"7473","Tully",466664,"R",2002,"102",7.3,81,1940,53
"7474","Tumbledown",135026,"R",2016,"115",7.2,70,554,37
"7475","Turbo",83028128,"PG",2013,"96",6.4,66,97769,113
"7476","Turbo: A Power Rangers Movie",8363899,"PG",1997,"99",3.6,15,9000,20
"7477","Turn It Up",1247949,"R",2000,"86",4.1,8,1297,38
"7478","Turn the River",5149,"R",2008,"92",5.8,62,1849,21
"7479","Turtle: The Incredible Journey",386073,"G",2011,"79",6.9,71,866,17
"7480","Tusk",1826705,"R",2014,"119",4.8,45,531,131
"7481","The Tuxedo",50547998,"PG-13",2002,"98",5.4,21,84465,140
"7482","The TV Set",265198,"R",2007,"88",6.5,65,5815,77
"7483","Twelfth Night",588621,"PG",1996,"120",7,76,7,34
"7484","12",125120,"PG-13",2009,"124",7.7,77,50,60
"7485","Twelve",183920,"R",2010,"83",6.7,3,43,30
"7486","Twenty Bucks",89558,"R",1993,"91",6.3,75,3969,8
"7487","Twentynine Palms",54523,"R",2004,"119",5.1,40,4804,40
"7488","Twice in a Lifetime",8402424,"R",1985,"90",6.3,83,12,6
"7489","The Twilight Saga: New Moon",296623634,"PG-13",2009,"130",4.7,28,284389,228
"7490","Twilight Zone: The Movie",29450919,"PG",1983,"101",6.4,58,38098,40
"7491","Twist of Faith",8129,"NR",2005,"87",7.3,100,941,20
"7492","Twisted",25198598,"R",2004,"85",4.7,1,487,135
"7493","Two Bits",26282,"PG-13",1995,"85",6.1,40,3477,10
"7494","Two Brothers and Two Others",19176754,"PG",2004,"60",5.8,78,203,114
"7495","Two Can Play That Game",22235901,"R",2001,"90",6,41,6937,63
"7496","Two Family House",1015122,"R",2000,"108",7.2,89,1687,35
"7497","Two for the Money",22991379,"R",2005,"73",6.5,22,53,110
"7498","Two Girls and a Guy",2057193,"R",1998,"84",5.5,51,8486,63
"7499","Two Lovers",3149034,"R",2009,"98",7.3,82,32,165
"7500","Two Men Went to War",151435,"PG",2004,"109",6.6,59,921,29
"7501","Two Night Stand",18612,"R",2014,"86",6.3,38,70734,47
"7502","Two Ninas",14725,"R",2001,"88",6.1,67,1059,9
"7503","Two Weeks",47986,"R",2006,"102",6.4,19,2205,26
"7504","Two Weeks Notice",93354851,"PG-13",2002,"101",6.1,42,118855,123
"7505","Tying the Knot",40576,"NR",2004,"81",7.3,89,307,35
"7506","Boo 2! A Madea Halloween",47319572,"PG-13",2017,"101",3.8,4,4822,23
"7507","Tyrannosaur",22321,"NR",2011,"92",7.5,83,32362,86
"7508","Tyrel",21456,"NR",2018,"86",5.5,60,1350,50
"7509","U2: Rattle and Hum",8600823,"PG-13",1988,"99",7.6,62,5960,13
"7510","U-571",77122415,"PG-13",2000,"116",6.6,68,82679,115
"7511","The Girl in Blue",6682098,"R",1997,"99",6.8,61,62,51
"7512","The Ugly Truth",88915214,"R",2009,"96",6.4,14,219294,174
"7513","UHF",6157157,"PG",1989,"97",6.9,64,28911,25
"7514","Ulee's Gold",9161691,"R",1997,"113",7,94,7241,52
"7515","The Ultimate Gift",3438735,"PG",2007,"118",7.3,33,19216,60
"7516","The Patriarch",2156047,"PG-13",2017,"94",6.9,75,1261,8
"7517","Una",22815,"R",2017,"110",7.3,76,414,109
"7518","Unaccompanied Minors",16655224,"PG",2006,"90",5.3,29,11664,90
"7519","The Unbearable Lightness of Being",10006806,"R",1988,"171",7.3,85,36433,27
"7520","Unbranded",410185,"PG-13",2015,"106",7.3,75,1512,16
"7521","Unbreakable",95011339,"PG-13",2000,"106",7.3,70,416735,172
"7522","Unbroken",115637895,"PG-13",2014,"94",7.1,50,17,230
"7523","Unbroken: Path to Redemption",6216897,"PG-13",2018,"98",5.8,38,3207,26
"7524","Uncertain",29736,"NR",2017,"82",7.2,100,319,22
"7525","Uncertainty",36689,"PG",2009,"101",5.7,50,6572,26
"7526","Uncle Buck",66758538,"PG",1989,"100",7,61,96256,23
"7527","Uncle Drew",42469946,"PG-13",2018,"103",5.7,61,14552,97
"7528","Unconditional",1005800,"PG-13",2012,"92",7,75,4831,12
"7529","Under Fire",5696391,"R",1983,"76",6.4,90,39,21
"7530","Under Our Skin",98548,"PG",2009,"104",7.8,81,1007,32
"7531","Under Siege",83563139,"R",1992,"136",7,79,264,29
"7532","Under Siege 2: Dark Territory",50024083,"R",1995,"100",5.5,34,47193,32
"7533","Under the Cherry Moon",10090429,"PG-13",1986,"100",4.9,36,3555,36
"7534","Under the Eiffel Tower",6291,"NR",2019,"87",5.4,41,1070,17
"7535","Under the Silver Lake",46083,"R",2019,"139",6.5,59,42794,150
"7536","Under the Skin",140254,"R",1998,"82",6.5,85,1495,249
"7537","Under the Tuscan Sun",43610723,"PG-13",2003,"113",6.7,62,53337,155
"7538","Underclassman",5655459,"PG-13",2005,"95",4.3,6,5819,83
"7539","Undercover Brother",39089928,"PG-13",2002,"86",5.9,77,35078,130
"7540","Underdog",43760605,"PG",2007,"100",4.7,16,21767,70
"7541","Undertow",143597,"R",2004,"65",6.1,55,43,120
"7542","Underworld",51970690,"R",2003,"80",7.6,31,3116,162
"7543","Underworld: Blood Wars",30353973,"R",2017,"91",5.7,21,76274,96
"7544","Underworld: Evolution",62318875,"R",2006,"106",6.7,17,200424,104
"7545","Undiscovered",1069318,"PG-13",2005,"97",4.2,8,2878,74
"7546","Undisputed",12764657,"R",2002,"96",6.1,48,32612,106
"7547","Undrafted",5777,"NR",2016,"90",6.2,25,1455,8
"7548","Unexpected",23986,"R",2015,"90",5.7,66,3182,58
"7549","Unfaithful",52775765,"R",2002,"85",6.5,50,66,166
"7550","Unfinished Business",10219501,"R",2015,"96",6.4,10,289,102
"7551","An Unfinished Life",8586392,"PG-13",2005,"108",7,52,31445,142
"7552","Unforgettable",2821671,"R",1996,"117",6,21,5536,28
"7553","Unforgivable",154189,"G",2012,"95",6.4,77,393,35
"7554","Unfriended",32482090,"R",2015,"83",5.6,62,75990,185
"7555","Unfriended: Dark Web",8866745,"R",2018,"92",6,59,33339,118
"7556","Unhook the Stars",272542,"R",1996,"103",6.5,81,2256,21
"7557","United 93",31483450,"R",2006,"111",7.6,90,106750,212
"7558","United Passions",607,"NR",2015,"110",2.1,0,4266,16
"7559","The United States of Leland",343847,"R",2004,"108",7,34,23554,93
"7560","Universal Soldier",36299898,"R",1992,"102",6.1,33,90045,33
"7561","Universal Soldier: Day of Reckoning",5460,"R",2012,"114",5,57,20480,51
"7562","Universal Soldier: The Return",10667893,"R",1999,"83",4.2,5,29515,58
"7563","Unknown",63686397,"PG-13",2011,"85",6.4,54,30516,204
"7564","Unlawful Entry",57138719,"R",1992,"111",6.3,74,17293,34
"7565","Unmistaken Child",306140,"PG",2009,"102",7.5,81,785,36
"7566","Unplanned",18972216,"R",2019,"109",5.5,42,14016,26
"7567","An Unreasonable Man",176647,"NR",2007,"122",7.9,92,1732,63
"7568","Unsane",7732899,"R",2018,"98",6.4,80,46634,233
"7569","Unstoppable",81562942,"PG-13",2010,"96",4.9,87,5089,193
"7570","Unstrung Heroes",7929434,"PG",1995,"93",6.7,74,3159,23
"7571","Untamed Heart",18898806,"PG-13",1993,"102",6.8,54,14249,26
"7572","Until the Light Takes Us",130441,"NR",2009,"93",7,46,6305,24
"7573","(Untitled)",230600,"R",2009,"96",6.2,66,2222,41
"7574","Client 9",189416,"R",2010,"117",7.4,90,2448,70
"7575","The Untouchables",76270454,"R",1987,"119",7.9,82,308818,62
"7576","Unzipped",2875086,"R",1995,"73",6.4,80,1147,15
"7577","Up",293004164,"PG",2009,"96",8.3,98,1034049,296
"7578","Up for Grabs",13931,"NR",2005,"90",7.3,92,245,48
"7579","Up in the Air",83823381,"R",2009,"62",5.8,91,329,285
"7580","Up the Yangtze",783969,"NR",2008,"93",7.5,96,1884,53
"7581","Upgrade",11977130,"R",2018,"30",9.1,88,22,188
"7582","Upside Down",105095,"PG-13",2013,"93",6.3,28,9,54
"7583","The Upside of Anger",18761993,"R",2005,"118",6.8,75,22192,185
"7584","Upstream Color",444098,"NR",2013,"96",6.5,86,33658,147
"7585","Uptown Girls",37182494,"PG-13",2003,"92",6.1,14,39016,113
"7586","Urban Cowboy",46918287,"PG",1980,"132",6.4,73,15188,22
"7587","Urban Legend",38072438,"R",1998,"99",5.6,21,67099,57
"7588","Urban Legends: Final Cut",21468807,"R",2000,"97",4.3,9,17826,82
"7589","Us",175005930,"R",2019,"93",7,93,169,535
"7590","U.S. Marshals",57167405,"PG-13",1998,"131",6.5,25,106289,36
"7591","Used Cars",11715321,"R",1980,"113",6.7,77,15344,30
